0.090647482,0.221561043,0.090647482,0.221561043,1.092086331,0.322070786,1.092086331,0.322070786,2.237410072,0.232348794,2.237410072,0.232348794,0.096402878,-0.788460287,0.096402878,-0.788460287,1.060431655,-0.743414916,1.060431655,-0.743414916,2.243165468,-0.717371028,2.243165468,-0.717371028
0.096402878,0.3070171,0.069064748,0.314417411,1.126618705,0.342344818,1.107913669,0.382451827,2.231654676,0.347897762,2.205755396,0.347767615,0.079136691,-0.713170167,0.058992806,-0.718296519,1.10647482,-0.718057915,1.092086331,-0.68295434,2.246043165,-0.641979683,2.214388489,-0.622038249
0.105035971,0.372387115,0.076258993,0.39234301,1.169784173,0.397838111,1.14676259,0.463049058,2.223021583,0.448356892,2.197122302,0.468327248,0.096402878,-0.637706518,0.073381295,-0.605158888,1.141007194,-0.672658255,1.117985612,-0.622522685,2.234532374,-0.55661039,2.2,-0.531658291
0.148201439,0.422855284,0.110791367,0.462868298,1.21294964,0.473431908,1.195683453,0.558772279,2.243165468,0.54896063,2.202877698,0.573883808,0.139568345,-0.567137848,0.125179856,-0.486808141,1.178417266,-0.582018004,1.138129496,-0.54201945,2.228776978,-0.461161925,2.194244604,-0.436209826
0.217266187,0.468428473,0.139568345,0.508239037,1.263309353,0.523936228,1.264748201,0.637008785,2.274820144,0.604396081,2.231654676,0.674530928,0.194244604,-0.531687213,0.189928058,-0.416131015,1.225899281,-0.508915079,1.175539568,-0.446354073,2.254676259,-0.395705144,2.202877698,-0.350739308
0.289208633,0.508990998,0.182733813,0.553682079,1.310791367,0.549300459,1.353956835,0.705296266,2.335251799,0.670026391,2.271942446,0.745085138,0.269064748,-0.506185604,0.273381295,-0.36043527,1.276258993,-0.460923322,1.227338129,-0.365691768,2.297841727,-0.325136474,2.235971223,-0.260120748
0.364028777,0.51941723,0.246043165,0.599226348,1.379856115,0.564722895,1.44028777,0.755981346,2.381294964,0.690358266,2.322302158,0.798102021,0.352517986,-0.485665739,0.348201439,-0.309808033,1.330935252,-0.435522938,1.296402878,-0.300018076,2.349640288,-0.279650049,2.289208633,-0.184476339
0.424460432,0.524746032,0.320863309,0.639803333,1.454676259,0.585199378,1.500719424,0.776385525,2.438848921,0.720798236,2.385611511,0.856209103,0.433093525,-0.485260837,0.435971223,-0.269165974,1.4,-0.410050251,1.368345324,-0.239355049,2.404316547,-0.254249666,2.351079137,-0.12888905
0.49352518,0.540168468,0.381294964,0.675282889,1.543884892,0.610773291,1.552517986,0.781670945,2.530935252,0.731311232,2.454676259,0.894244604,0.539568345,-0.509851415,0.505035971,-0.266306352,1.469064748,-0.404678067,1.460431655,-0.183615921,2.473381295,-0.23882723,2.410071942,-0.088391598
0.574100719,0.545598496,0.430215827,0.695629225,1.610071942,0.611105889,1.620143885,0.769447959,2.6,0.706532663,2.530935252,0.907190629,0.614388489,-0.534601063,0.571223022,-0.281049131,1.555395683,-0.40173168,1.538129496,-0.173175229,2.565467626,-0.24338961,2.482014388,-0.06290445
0.677697842,0.526018582,0.490647482,0.716033404,1.722302158,0.581519106,1.69352518,0.732128267,2.686330935,0.681840859,2.598561151,0.89999277,0.703597122,-0.564303532,0.634532374,-0.323444561,1.644604317,-0.398770833,1.607194245,-0.182878421,2.700719424,-0.30301146,2.551079137,-0.062557391
0.752517986,0.503781497,0.553956835,0.716351542,1.797122302,0.501493077,1.75971223,0.679697046,2.755395683,0.606811034,2.646043165,0.875105745,0.795683453,-0.624142294,0.689208633,-0.380958751,1.705035971,-0.408517407,1.670503597,-0.217736163,2.752517986,-0.373102925,2.611510791,-0.072303966
0.814388489,0.453841148,0.608633094,0.696525794,1.837410072,0.44139402,1.817266187,0.607121941,2.798561151,0.526625935,2.697841727,0.832652471,0.850359712,-0.684169047,0.741007194,-0.430949713,1.75971223,-0.463519034,1.73381295,-0.277719533,2.789928058,-0.453316944,2.66618705,-0.102179965
0.861870504,0.388753118,0.663309353,0.66162467,1.860431655,0.386233325,1.85323741,0.526900691,2.824460432,0.441328947,2.738129496,0.782603666,0.861870504,-0.749437837,0.801438849,-0.488434981,1.797122302,-0.523632551,1.789928058,-0.342764181,2.801438849,-0.543711363,2.723741007,-0.157167131
0.89352518,0.316047865,0.723741007,0.631777593,1.883453237,0.321022378,1.871942446,0.446592676,2.818705036,0.35587289,2.772661871,0.737551065,0.867625899,-0.797147609,0.844604317,-0.548519576,1.817266187,-0.588857959,1.824460432,-0.420480098,2.784172662,-0.639275514,2.764028777,-0.212241061
0.890647482,0.215530892,0.784172662,0.59690539,1.915107914,0.250829688,1.883453237,0.37629876,2.795683453,0.250229565,2.810071942,0.672412422,,,0.870503597,-0.631304002,1.825899281,-0.659166335,1.846043165,-0.503286215,2.766906475,-0.72981454,2.807194245,-0.287401034
,,0.838848921,0.541903763,,,1.902158273,0.326141499,,,2.835971223,0.592140559,,,0.884892086,-0.716658834,1.84028777,-0.724420664,1.85323741,-0.59872745,,,2.838848921,-0.372669101
,,0.879136691,0.496880084,,,1.915107914,0.250829688,,,2.85323741,0.511825314,,,0.867625899,-0.797147609,1.877697842,-0.769458805,1.857553957,-0.704233397,,,2.850359712,-0.447988142
,,0.907913669,0.431698059,,,,,,,2.850359712,0.436433968,,,,,,,1.877697842,-0.769458805,,,2.844604317,-0.533444199
,,0.928057554,0.361447525,,,,,,,2.830215827,0.340855356,,,,,,,,,,,2.824460432,-0.608922309
,,0.925179856,0.301131557,,,,,,,2.795683453,0.250229565,,,,,,,,,,,2.795683453,-0.67439355
,,0.905035971,0.240728824,,,,,,,,,,,,,,,,,,,2.766906475,-0.72981454
,,0.890647482,0.215530892,,,,,,,,,,,,,,,,,,,,
